"","Target","Age","Smstr1.GPA","Smstr2.GPA","GPA","Gender","Mart.Stat","Nationality","Mom.Ed","Mom.Occp","Dad.Ed","Dad.Occp","Course","Admission.Grade","Scholarship","Age.Group","Grade"
"970","Graduate",18,3.04,3.04,3.04,0,1,1,37,7,38,7,9773,119,1,"A_yng_adults","B"
"971","Dropout",18,0,0,0,0,1,1,38,4,34,0,9238,130.2,0,"A_yng_adults","F"
"972","Graduate",18,3.43,3.54,3.49,0,1,1,37,9,38,10,9238,138.9,0,"A_yng_adults","B+"
"973","Graduate",18,2.75,2.8,2.78,0,1,1,1,4,19,5,9238,126,0,"A_yng_adults","B-"
"974","Enrolled",18,3.71,3.12,3.42,0,1,1,38,3,37,9,9085,138.4,0,"A_yng_adults","B+"
"975","Graduate",18,3.55,3.55,3.55,0,1,1,1,9,37,9,9500,129.3,0,"A_yng_adults","B+"
"976","Graduate",18,3.25,3.42,3.34,0,1,1,1,4,38,10,9853,144.3,0,"A_yng_adults","B+"
"977","Graduate",18,3.68,3.68,3.68,0,1,6,37,9,37,9,9500,131.8,0,"A_yng_adults","B+"
"978","Graduate",18,3.17,3.17,3.17,0,1,1,37,7,37,9,9500,130.8,1,"A_yng_adults","B"
"979","Enrolled",18,3.05,2.9,2.97,0,1,1,37,7,37,7,9254,114.2,0,"A_yng_adults","B-"
"980","Graduate",18,2.75,2.88,2.82,0,1,1,34,4,38,7,9238,127.3,1,"A_yng_adults","B-"
"981","Graduate",18,2.96,2.96,2.96,0,5,1,1,5,38,5,9500,118.8,1,"A_yng_adults","B-"
"982","Dropout",18,3.08,3.38,3.23,0,1,1,37,5,37,0,9853,111.5,0,"A_yng_adults","B"
"983","Graduate",18,3.79,3.71,3.75,0,1,1,34,0,26,6,9773,160.1,0,"A_yng_adults","A-"
"984","Graduate",18,3.33,3.7,3.52,0,1,1,10,90,19,90,9085,135.8,0,"A_yng_adults","B+"
"985","Dropout",18,2.92,2.67,2.8,0,1,1,37,6,19,7,9853,116.8,0,"A_yng_adults","B-"
"986","Enrolled",18,3.31,3.31,3.31,0,1,1,37,9,37,9,9500,118,1,"A_yng_adults","B+"
"987","Graduate",18,3.38,3.42,3.4,0,1,1,19,5,19,9,9670,131.3,1,"A_yng_adults","B+"
"988","Enrolled",18,3.15,2.95,3.05,0,1,22,19,9,37,9,9254,110.3,0,"A_yng_adults","B"
"989","Graduate",18,3.39,3.3,3.34,0,1,1,19,9,19,9,9500,115.9,0,"A_yng_adults","B+"
"990","Enrolled",18,0,2.75,1.38,0,1,1,38,4,38,7,9238,121.7,1,"A_yng_adults","D+"
"991","Enrolled",18,3.5,3.5,3.5,0,1,1,19,5,37,9,9147,123.7,0,"A_yng_adults","B+"
"992","Graduate",18,3.17,3.12,3.14,0,1,1,19,7,1,9,9254,121.7,1,"A_yng_adults","B"
"993","Graduate",18,3.54,3.63,3.58,0,1,1,3,4,19,7,9500,131.9,1,"A_yng_adults","B+"
"994","Enrolled",18,3.38,2.67,3.02,0,1,1,38,5,37,7,9853,121.8,0,"A_yng_adults","B"
"995","Graduate",18,2.82,3.38,3.1,0,1,1,1,4,4,4,9254,127.7,1,"A_yng_adults","B"
"996","Graduate",18,2.92,3.06,2.99,0,1,1,37,9,37,7,9254,127,1,"A_yng_adults","B-"
"997","Graduate",18,3.54,3.5,3.52,0,1,1,19,9,19,9,9254,142.6,1,"A_yng_adults","B+"
"998","Graduate",18,3.66,3.69,3.67,0,1,1,38,7,37,8,9500,147.9,1,"A_yng_adults","B+"
"999","Graduate",18,3.67,3.79,3.73,0,1,1,19,5,37,4,9238,142.7,1,"A_yng_adults","A-"
"1000","Dropout",18,0,0,0,0,1,1,19,5,37,6,171,137.9,0,"A_yng_adults","F"
"1001","Enrolled",18,3.38,3.33,3.36,0,1,1,1,5,19,7,9773,135,0,"A_yng_adults","B+"
"1002","Graduate",18,3.25,2.96,3.1,0,1,1,37,9,37,9,9238,121,0,"A_yng_adults","B"
"1003","Graduate",18,4.25,4,4.12,0,1,1,37,9,37,9,9238,149.5,0,"A_yng_adults","A"
"1004","Enrolled",18,2.93,2.59,2.76,0,1,1,4,2,39,2,9070,136.6,0,"A_yng_adults","B-"
"1005","Dropout",18,3.46,3.14,3.3,0,1,1,2,2,3,2,8014,120,0,"A_yng_adults","B+"
"1006","Enrolled",18,3.25,2.5,2.88,1,1,1,3,2,1,4,9070,141,0,"A_yng_adults","B-"
"1007","Graduate",18,3.42,3,3.21,1,1,1,37,9,38,7,9070,138,1,"A_yng_adults","B"
"1008","Enrolled",18,3.5,3.17,3.34,1,1,1,3,2,19,9,9085,118.9,0,"A_yng_adults","B+"
"1009","Enrolled",18,3.25,3.08,3.16,1,1,1,37,9,1,2,9119,133,0,"A_yng_adults","B"
"1010","Graduate",18,3.58,3.83,3.7,1,1,1,1,4,1,7,9773,125.1,1,"A_yng_adults","A-"
"1011","Graduate",18,2.9,2.79,2.84,1,1,1,19,7,1,3,9238,128.8,0,"A_yng_adults","B-"
"1012","Dropout",18,2.5,2.5,2.5,1,1,1,38,9,38,8,9147,118.3,0,"A_yng_adults","C+"
"1013","Dropout",18,2.9,3,2.95,1,1,1,1,4,1,5,9773,139.7,0,"A_yng_adults","B-"
"1014","Dropout",18,2.75,2.62,2.68,1,1,1,19,9,3,9,9147,123.2,0,"A_yng_adults","C+"
"1015","Enrolled",18,0,2.5,1.25,1,1,1,2,3,1,5,9119,123.5,0,"A_yng_adults","D"
"1016","Dropout",18,2.92,3.12,3.02,1,1,1,1,4,3,1,9254,121.9,0,"A_yng_adults","B"
"1017","Graduate",18,3.3,2.83,3.06,0,1,1,37,9,1,9,9238,135.9,0,"A_yng_adults","B"
"1018","Graduate",18,3.12,3.17,3.14,0,1,1,38,9,19,10,9254,133.1,0,"A_yng_adults","B"
"1019","Enrolled",18,3.17,3.12,3.14,0,1,1,37,9,37,6,9670,127.2,1,"A_yng_adults","B"
"1020","Graduate",18,3.56,3.56,3.56,0,1,1,19,5,37,9,9500,130.5,0,"A_yng_adults","B+"
"1021","Enrolled",18,3.52,3.14,3.33,0,1,1,1,5,1,10,9500,128.5,0,"A_yng_adults","B+"
"1022","Graduate",18,3.21,3.33,3.27,0,1,1,1,5,19,10,9773,141.1,0,"A_yng_adults","B"
"1023","Dropout",18,2.92,3.08,3,0,1,1,38,9,38,7,9853,137.6,0,"A_yng_adults","B"
"1024","Graduate",18,0,0,0,0,1,1,3,4,1,4,171,142.8,0,"A_yng_adults","F"
"1025","Graduate",18,4.04,3.57,3.8,0,1,1,4,2,19,5,9085,162.1,0,"A_yng_adults","A-"
"1026","Dropout",18,2.62,0,1.31,0,1,1,34,0,34,0,9853,115,0,"A_yng_adults","D+"
"1027","Enrolled",18,2.88,2.69,2.79,0,1,1,37,9,37,9,9238,123.6,0,"A_yng_adults","B-"
"1028","Graduate",18,3.39,3.5,3.45,1,1,1,3,3,19,9,9670,127,0,"A_yng_adults","B+"
"1029","Graduate",18,3.67,3,3.34,1,1,1,19,1,19,1,9085,120.4,0,"A_yng_adults","B+"
"1030","Enrolled",18,2.96,2.96,2.96,1,1,1,2,3,2,3,9500,120,0,"A_yng_adults","B-"
"1031","Graduate",18,3.29,3.73,3.51,1,1,1,38,3,19,3,9500,113.5,0,"A_yng_adults","B+"
"1032","Graduate",18,3.05,3.03,3.04,0,1,1,38,9,1,10,9500,127.3,0,"A_yng_adults","B"
"1033","Graduate",18,3.58,3.54,3.56,0,1,1,19,9,19,7,9238,156.2,1,"A_yng_adults","B+"
"1034","Enrolled",18,2.81,2.75,2.78,0,1,1,37,4,1,10,9147,138.4,0,"A_yng_adults","B-"
"1035","Graduate",18,3.72,3.72,3.72,0,1,1,38,9,1,10,9500,166,0,"A_yng_adults","A-"
"1036","Graduate",18,3.17,3.33,3.25,0,1,1,19,9,37,10,9773,121.9,1,"A_yng_adults","B"
"1037","Enrolled",18,3.15,3.25,3.2,1,1,1,1,3,19,9,9853,126.8,0,"A_yng_adults","B"
"1038","Graduate",18,3.58,3.58,3.58,1,1,1,37,7,37,7,9500,133,1,"A_yng_adults","B+"
"1039","Graduate",18,3.21,3.32,3.26,1,1,1,1,4,19,4,9773,131.7,0,"A_yng_adults","B"
"1040","Graduate",18,2.95,2.9,2.92,0,1,1,3,3,38,5,9130,129.3,0,"A_yng_adults","B-"
"1041","Dropout",18,3,2.75,2.88,0,1,105,1,9,1,9,9773,119,0,"A_yng_adults","B-"
"1042","Graduate",19,3.5,3.42,3.46,1,1,1,1,3,3,3,9254,142.5,0,"A_yng_adults","B+"
"1043","Dropout",19,0,0,0,1,1,1,37,9,37,9,9070,124.8,0,"A_yng_adults","F"
"1044","Dropout",19,0,0,0,0,1,1,19,4,37,9,9853,130.2,0,"A_yng_adults","F"
"1045","Graduate",19,3.34,3.07,3.2,0,1,1,1,4,38,7,9670,114.9,1,"A_yng_adults","B"
"1046","Graduate",19,3.32,3.53,3.42,0,1,1,19,3,19,7,9500,123.9,0,"A_yng_adults","B+"
"1047","Enrolled",19,3.23,3.43,3.33,1,1,1,3,1,3,10,9500,118.8,0,"A_yng_adults","B+"
"1048","Graduate",19,3.17,3.59,3.38,0,1,1,19,9,1,5,8014,134.5,0,"A_yng_adults","B+"
"1049","Graduate",19,3.08,3.21,3.14,0,1,1,37,9,38,9,9238,126.1,1,"A_yng_adults","B"
"1050","Enrolled",19,2.96,2.96,2.96,0,1,1,37,6,38,6,9500,121.3,1,"A_yng_adults","B-"
"1051","Graduate",19,3.68,3.95,3.82,0,1,1,37,90,37,90,9130,159.3,0,"A_yng_adults","A-"
"1052","Enrolled",19,0,0,0,1,1,1,1,4,37,7,171,126,1,"A_yng_adults","F"
"1053","Enrolled",19,2.85,2.5,2.67,1,1,1,1,3,1,4,9070,130.2,0,"A_yng_adults","C+"
"1054","Graduate",19,0,0,0,1,1,1,19,5,19,3,171,128.2,1,"A_yng_adults","F"
"1055","Dropout",19,2.8,2.69,2.74,1,1,1,1,7,38,7,9147,120.1,0,"A_yng_adults","B-"
"1056","Dropout",19,0,0,0,1,1,1,19,5,19,10,171,135.8,0,"A_yng_adults","F"
"1057","Graduate",19,3.42,3.33,3.38,1,1,1,1,9,19,8,9773,120.3,1,"A_yng_adults","B+"
"1058","Enrolled",19,3.5,3.31,3.41,1,1,26,38,9,3,2,9119,137,0,"A_yng_adults","B+"
"1059","Enrolled",19,3.55,3.45,3.5,0,1,1,1,9,2,1,9085,134.3,0,"A_yng_adults","B+"
"1060","Dropout",19,2.99,0,1.5,0,1,1,3,2,3,2,9500,111.5,0,"A_yng_adults","D+"
"1061","Dropout",19,0,0,0,0,1,1,19,9,19,7,9853,117.4,0,"A_yng_adults","F"
"1062","Dropout",19,0,0,0,0,1,1,37,4,38,7,9238,118.2,0,"A_yng_adults","F"
"1063","Graduate",19,3.35,3.2,3.28,0,1,1,19,9,19,9,9085,139.8,0,"A_yng_adults","B"
"1064","Graduate",19,2.7,2.81,2.76,0,1,1,19,9,19,7,9147,118.6,0,"A_yng_adults","B-"
"1065","Dropout",19,0,0,0,0,1,1,3,2,19,9,171,122.3,0,"A_yng_adults","F"
"1066","Graduate",19,3.2,3.55,3.38,0,1,1,38,9,38,9,9670,127.9,1,"A_yng_adults","B+"
"1067","Graduate",19,3.54,3.05,3.3,0,1,1,19,4,38,7,9085,121.3,0,"A_yng_adults","B+"
"1068","Dropout",19,3.02,0,1.51,0,1,1,1,4,1,5,9556,117.1,0,"A_yng_adults","D+"
"1069","Graduate",19,3.37,3.75,3.56,0,1,1,1,8,37,9,9500,128,0,"A_yng_adults","B+"
"1070","Graduate",19,3.1,3.65,3.38,0,1,1,1,4,19,8,9147,120.1,0,"A_yng_adults","B+"
"1071","Dropout",19,3.5,0,1.75,0,1,1,1,3,19,3,9500,131.7,0,"A_yng_adults","C-"
"1072","Dropout",19,3,3.12,3.06,0,1,1,1,3,38,9,9670,109.3,1,"A_yng_adults","B"
"1073","Graduate",19,3.17,3.17,3.17,0,1,1,37,9,37,9,9500,128.8,0,"A_yng_adults","B"
"1074","Graduate",19,3.17,3,3.08,0,1,1,19,4,1,4,9773,110.1,1,"A_yng_adults","B"
"1075","Graduate",19,2.83,2.88,2.86,0,1,1,1,9,12,10,9238,121,1,"A_yng_adults","B-"
"1076","Graduate",19,3.4,3.08,3.24,0,1,1,19,9,19,7,9500,131.7,1,"A_yng_adults","B"
"1077","Graduate",19,3,2.7,2.85,0,1,1,37,5,38,6,9853,119.1,1,"A_yng_adults","B-"
"1078","Dropout",19,0,0,0,0,1,1,12,9,19,9,9254,124.7,0,"A_yng_adults","F"
"1079","Graduate",19,3.1,3.35,3.22,0,1,1,1,4,38,7,9085,123.4,0,"A_yng_adults","B"
"1080","Dropout",19,3,2.88,2.94,0,1,1,38,6,37,6,9853,138.1,0,"A_yng_adults","B-"
"1081","Dropout",19,3.29,3.25,3.27,0,1,1,19,4,1,1,9670,118.2,0,"A_yng_adults","B"
"1082","Graduate",19,3.55,3.55,3.55,0,1,1,1,5,19,4,9670,124.4,0,"A_yng_adults","B+"
"1083","Graduate",19,3.12,3.25,3.18,0,1,1,19,7,37,7,9773,126,1,"A_yng_adults","B"
"1084","Graduate",19,2.92,2.75,2.84,0,1,1,19,7,19,8,9238,121.5,0,"A_yng_adults","B-"
"1085","Graduate",19,2.92,2.92,2.92,0,1,1,2,4,38,5,9500,132.3,0,"A_yng_adults","B-"
"1086","Dropout",19,3.04,0,1.52,0,1,1,1,5,37,5,9070,122.3,0,"A_yng_adults","D+"
"1087","Graduate",19,3.44,3.58,3.51,0,1,1,1,4,1,7,9085,132.1,0,"A_yng_adults","B+"
"1088","Graduate",19,3.46,3.35,3.41,0,1,1,19,8,1,7,9085,115.1,0,"A_yng_adults","B+"
"1089","Graduate",19,2.9,2.9,2.9,0,1,1,19,5,3,5,9147,115.8,1,"A_yng_adults","B-"
"1090","Graduate",19,3.33,3.62,3.48,0,2,1,37,5,37,7,9853,122.5,1,"A_yng_adults","B+"
"1091","Graduate",19,3.46,3.05,3.26,0,1,1,19,5,1,9,9500,150,1,"A_yng_adults","B"
"1092","Graduate",19,3.44,3.73,3.58,0,1,1,1,4,38,5,9500,127.5,1,"A_yng_adults","B+"
"1093","Graduate",19,2.89,2.89,2.89,0,1,1,1,5,1,8,9500,112,1,"A_yng_adults","B-"
"1094","Graduate",19,3.25,3.3,3.28,0,1,1,1,4,3,3,9670,133.3,0,"A_yng_adults","B"
"1095","Enrolled",19,3.12,2.87,3,0,1,1,3,4,1,4,9500,119.4,0,"A_yng_adults","B"
"1096","Graduate",19,3.29,3.29,3.29,0,1,1,19,7,37,6,9500,120,1,"A_yng_adults","B"
"1097","Enrolled",19,3.1,3.1,3.1,0,1,1,19,9,38,9,9070,125.4,0,"A_yng_adults","B"
"1098","Graduate",19,3.6,3.25,3.42,0,1,1,9,90,19,6,9085,103.4,0,"A_yng_adults","B+"
"1099","Graduate",19,2.92,3.17,3.04,0,1,1,1,9,1,8,9238,118.9,1,"A_yng_adults","B"
"1100","Graduate",19,2.85,3.2,3.03,0,1,1,38,9,38,9,9773,133.4,1,"A_yng_adults","B"
"1101","Graduate",19,3.25,3.12,3.18,0,1,1,37,9,37,9,9070,126.2,1,"A_yng_adults","B"
"1102","Graduate",19,3.17,3.39,3.28,0,1,1,5,2,1,5,9500,136.7,0,"A_yng_adults","B"
"1103","Graduate",19,2.71,2.88,2.8,0,1,1,3,3,1,4,8014,111.8,1,"A_yng_adults","B-"
"1104","Graduate",19,3.92,3.62,3.77,0,1,1,19,4,19,10,9085,124.4,0,"A_yng_adults","A-"
"1105","Graduate",19,3.58,3.46,3.52,0,1,1,19,6,37,6,9003,150,1,"A_yng_adults","B+"
"1106","Dropout",19,3,2.83,2.92,0,1,1,38,3,37,6,9070,135.6,1,"A_yng_adults","B-"
"1107","Graduate",19,3.68,3.68,3.68,0,2,1,3,2,38,4,9500,121,1,"A_yng_adults","B+"
"1108","Dropout",19,0,0,0,0,1,1,1,4,11,3,9238,128,0,"A_yng_adults","F"
"1109","Enrolled",19,2.75,2.75,2.75,0,1,1,1,4,19,10,9670,115.5,0,"A_yng_adults","B-"
"1110","Graduate",19,3.8,3.3,3.55,0,1,1,11,90,11,90,9085,155.3,0,"A_yng_adults","B+"
"1111","Dropout",19,2.9,2.75,2.83,0,1,1,37,7,37,8,9130,120,0,"A_yng_adults","B-"
"1112","Graduate",19,3.42,3.59,3.5,0,1,1,41,3,19,5,9500,137.8,0,"A_yng_adults","B+"
"1113","Graduate",19,3.26,3.26,3.26,0,1,1,37,7,37,9,9500,100,1,"A_yng_adults","B"
"1114","Graduate",19,3.58,3.51,3.54,0,1,1,1,5,1,1,9500,155.6,0,"A_yng_adults","B+"
"1115","Graduate",19,2.95,3,2.98,0,1,1,37,9,37,9,9147,117.4,0,"A_yng_adults","B-"
"1116","Enrolled",19,2.58,3.25,2.92,0,1,1,1,7,19,5,9085,128.8,0,"A_yng_adults","B-"
"1117","Graduate",19,3.33,3.33,3.33,0,1,1,1,9,37,9,9500,120.4,0,"A_yng_adults","B+"
"1118","Graduate",19,3.17,2.92,3.04,0,1,1,37,9,38,10,8014,119.4,0,"A_yng_adults","B"
"1119","Graduate",19,3.33,3.67,3.5,0,1,1,38,7,37,7,9238,143,0,"A_yng_adults","B+"
"1120","Graduate",19,3.04,3.11,3.08,0,1,1,3,9,1,10,9238,114.7,0,"A_yng_adults","B"
"1121","Enrolled",19,3,3,3,0,1,1,1,3,2,1,9085,125.9,0,"A_yng_adults","B"
"1122","Dropout",19,0,0,0,0,1,1,1,9,1,5,171,124.2,0,"A_yng_adults","F"
"1123","Dropout",19,3.17,2.5,2.84,0,1,1,37,9,38,7,9773,128.5,0,"A_yng_adults","B-"
"1124","Enrolled",19,3.5,3.5,3.5,0,1,1,1,9,1,1,9500,133,0,"A_yng_adults","B+"
"1125","Enrolled",19,2.75,2.8,2.78,0,1,1,19,2,37,7,9085,131.2,0,"A_yng_adults","B-"
"1126","Graduate",19,3.46,3.42,3.44,0,1,1,38,191,37,195,9853,112.9,1,"A_yng_adults","B+"
"1127","Graduate",19,3.46,3.61,3.54,0,1,1,1,4,19,7,9773,148.4,1,"A_yng_adults","B+"
"1128","Enrolled",19,2.58,2.58,2.58,0,1,1,38,5,38,7,9238,121,0,"A_yng_adults","C+"
"1129","Graduate",19,3.36,3.29,3.33,0,1,1,19,5,19,5,9853,117,1,"A_yng_adults","B+"
"1130","Graduate",19,2.88,2.79,2.84,0,1,1,34,0,34,0,9238,129.3,0,"A_yng_adults","B-"
"1131","Graduate",19,3.21,3.21,3.21,0,1,1,1,4,1,9,9500,124.5,1,"A_yng_adults","B"
"1132","Dropout",19,2.67,0,1.33,0,1,1,38,6,37,4,9147,96,0,"A_yng_adults","D+"
"1133","Enrolled",19,3.06,2.75,2.91,0,1,1,38,9,37,9,9773,114.8,0,"A_yng_adults","B-"
"1134","Enrolled",19,3,3.19,3.09,0,1,1,19,9,38,9,9254,127,0,"A_yng_adults","B"
"1135","Graduate",19,3.68,3.68,3.68,0,1,1,37,5,37,5,9500,131.3,0,"A_yng_adults","B+"
"1136","Graduate",19,3.67,3.64,3.66,0,1,1,1,4,19,4,9238,129.1,0,"A_yng_adults","B+"
"1137","Graduate",19,3.81,3.09,3.45,0,1,1,1,9,1,9,9085,127.4,0,"A_yng_adults","B+"
"1138","Graduate",19,3.23,3.27,3.25,0,1,1,2,2,1,8,9500,126.6,1,"A_yng_adults","B"
"1139","Graduate",19,3.31,3.31,3.31,0,1,1,3,3,1,3,9500,131.5,0,"A_yng_adults","B+"
"1140","Graduate",19,3.38,3.39,3.38,0,1,1,38,3,38,7,9670,121,0,"A_yng_adults","B+"
"1141","Graduate",19,2.88,3.65,3.26,0,1,1,19,4,38,10,9670,114.4,0,"A_yng_adults","B"
"1142","Graduate",19,3.35,3.1,3.22,0,1,1,38,6,38,8,9147,114.5,1,"A_yng_adults","B"
"1143","Dropout",19,0,0,0,0,1,1,1,90,1,3,9500,127.8,1,"A_yng_adults","F"
"1144","Graduate",19,3.55,3.64,3.59,0,1,1,1,4,19,8,9773,124.6,0,"A_yng_adults","B+"
"1145","Dropout",19,0,0,0,0,1,1,9,2,1,4,9670,133,0,"A_yng_adults","F"
"1146","Graduate",19,3.08,3.08,3.08,0,1,1,19,9,38,3,9500,132.5,0,"A_yng_adults","B"
"1147","Graduate",19,3.25,3.54,3.4,0,1,1,37,9,19,3,9238,116.5,1,"A_yng_adults","B+"
"1148","Graduate",19,3.6,4.01,3.8,0,1,1,3,2,1,1,9500,127.8,1,"A_yng_adults","A-"
"1149","Graduate",19,2.93,3.15,3.04,0,1,1,19,4,37,7,9085,123.7,0,"A_yng_adults","B"
"1150","Enrolled",19,2.95,2.81,2.88,0,1,1,19,9,38,7,9147,132.4,0,"A_yng_adults","B-"
"1151","Graduate",19,2.65,2.62,2.63,0,1,1,3,2,1,3,9238,126.9,0,"A_yng_adults","C+"
"1152","Graduate",19,2.9,3.51,3.2,0,1,1,1,4,1,4,9500,123.8,0,"A_yng_adults","B"
"1153","Dropout",19,0,0,0,0,1,1,3,2,1,5,9500,133.8,0,"A_yng_adults","F"
"1154","Graduate",19,3.68,3.62,3.65,0,1,1,37,9,37,7,9500,128.3,1,"A_yng_adults","B+"
"1155","Graduate",19,2.95,3.39,3.17,0,1,1,38,5,38,5,9500,118.6,1,"A_yng_adults","B"
"1156","Graduate",19,3.71,3.33,3.52,0,1,1,37,5,37,5,9670,124,0,"A_yng_adults","B+"
"1157","Enrolled",19,2.92,2.92,2.92,1,1,1,37,4,37,7,9147,116.9,1,"A_yng_adults","B-"
"1158","Dropout",19,3.12,2.83,2.98,1,1,1,19,9,1,9,9773,122.1,0,"A_yng_adults","B-"
"1159","Graduate",19,3.31,2.75,3.03,1,1,1,19,9,38,7,9147,116.3,0,"A_yng_adults","B"
"1160","Dropout",19,3,3,3,1,1,1,12,4,19,5,9119,122.5,0,"A_yng_adults","B"
"1161","Dropout",19,2.75,0,1.38,1,1,1,1,3,2,2,9119,119.8,0,"A_yng_adults","D+"
"1162","Dropout",19,2.62,2.7,2.66,1,1,1,19,5,3,10,9119,106.5,0,"A_yng_adults","C+"
"1163","Graduate",19,0,0,0,1,1,1,19,9,12,10,171,109.3,0,"A_yng_adults","F"
"1164","Graduate",19,3.46,3.46,3.46,1,1,1,3,9,1,9,9500,137.5,0,"A_yng_adults","B+"
"1165","Enrolled",19,3.71,3.32,3.51,0,1,1,1,8,19,7,9670,128.8,0,"A_yng_adults","B+"
"1166","Graduate",19,2.95,2.9,2.92,0,1,1,37,7,37,7,9254,102,0,"A_yng_adults","B-"
"1167","Graduate",19,3,3.3,3.15,0,1,1,38,90,19,90,9085,127,0,"A_yng_adults","B"
"1168","Graduate",19,2.92,3,2.96,0,1,1,37,9,37,3,9254,124.5,0,"A_yng_adults","B-"
"1169","Graduate",19,3.04,3.46,3.25,0,1,1,37,5,1,4,9556,123.9,0,"A_yng_adults","B"
"1170","Enrolled",19,3.11,2.92,3.01,0,1,1,3,2,19,8,9500,126.7,0,"A_yng_adults","B"
"1171","Dropout",19,0,0,0,0,1,1,19,3,3,2,9130,121.6,1,"A_yng_adults","F"
"1172","Graduate",19,3.09,3.09,3.09,0,1,1,38,7,19,7,9500,125.3,1,"A_yng_adults","B"
"1173","Graduate",19,3.09,3.09,3.09,0,1,1,19,9,37,9,9500,117.8,1,"A_yng_adults","B"
"1174","Graduate",19,3.08,3.25,3.16,0,1,1,19,4,37,7,9500,126.3,1,"A_yng_adults","B"
"1175","Enrolled",19,3.17,2.94,3.05,0,1,1,3,2,1,3,9085,140,0,"A_yng_adults","B"
"1176","Dropout",19,2.69,2.5,2.59,0,1,1,1,4,38,3,9147,114.6,0,"A_yng_adults","C+"
"1177","Dropout",19,3.31,2.56,2.94,0,1,1,38,9,38,7,9853,114.6,0,"A_yng_adults","B-"
"1178","Graduate",19,3.26,3.45,3.36,0,1,1,19,9,37,7,9500,109.5,0,"A_yng_adults","B+"
"1179","Graduate",19,2.95,3,2.98,0,1,1,19,9,37,9,9773,131.6,0,"A_yng_adults","B-"
"1180","Enrolled",19,3.05,3.25,3.15,0,1,1,1,4,38,9,9853,109.7,0,"A_yng_adults","B"
"1181","Graduate",19,3.21,3.88,3.54,0,1,1,1,5,19,7,9500,136.4,1,"A_yng_adults","B+"
"1182","Graduate",19,3.03,3.18,3.1,0,1,1,37,7,37,5,9238,112.9,1,"A_yng_adults","B"
"1183","Graduate",19,2.8,2.9,2.85,0,1,1,1,4,1,5,9238,117.2,0,"A_yng_adults","B-"
"1184","Enrolled",19,2.62,3.33,2.98,0,1,1,19,9,37,9,9147,131.8,1,"A_yng_adults","B-"
"1185","Graduate",19,3.05,2.88,2.96,0,1,1,38,6,38,9,9238,126.3,1,"A_yng_adults","B-"
"1186","Graduate",19,2.94,2.75,2.84,0,1,1,19,3,38,5,9773,115.9,0,"A_yng_adults","B-"
"1187","Enrolled",19,2.85,2.5,2.67,0,1,1,19,9,38,6,9238,114.9,1,"A_yng_adults","C+"
"1188","Enrolled",19,2.95,2.93,2.94,0,1,1,19,194,19,193,9500,117.4,0,"A_yng_adults","B-"
"1189","Graduate",19,3.34,3.61,3.47,1,1,1,3,9,3,7,9500,129,0,"A_yng_adults","B+"
"1190","Graduate",19,3.85,4,3.92,0,1,13,3,6,3,6,9085,137.6,1,"A_yng_adults","A-"
"1191","Dropout",19,0,0,0,0,1,1,1,4,19,8,9500,130.2,0,"A_yng_adults","F"
"1192","Graduate",19,3.07,2.93,3,0,1,1,1,9,19,7,9500,123.5,1,"A_yng_adults","B"
"1193","Graduate",19,0,0,0,0,1,41,3,2,3,5,171,161.9,1,"A_yng_adults","F"
"1194","Graduate",19,3.61,3.59,3.6,1,1,1,12,3,5,3,9670,126.6,0,"A_yng_adults","B+"
"1195","Enrolled",19,3,2.8,2.9,1,1,1,1,3,3,7,171,146.5,0,"A_yng_adults","B-"
"1196","Graduate",19,3.61,3.12,3.37,1,1,1,3,2,3,2,9254,128.7,0,"A_yng_adults","B+"
"1197","Dropout",19,0,0,0,1,1,1,1,4,19,5,171,138,0,"A_yng_adults","F"
"1198","Enrolled",19,3.35,3.32,3.34,0,1,1,1,4,19,9,9500,131.1,0,"A_yng_adults","B+"
"1199","Enrolled",19,2.95,3.05,3,0,1,1,3,2,1,8,9085,123.9,0,"A_yng_adults","B"
"1200","Graduate",19,3.75,3.91,3.83,0,1,1,2,4,1,4,9085,162,0,"A_yng_adults","A-"
"1201","Graduate",19,2.71,3.04,2.88,0,1,1,1,1,1,1,9238,115.1,0,"A_yng_adults","B-"
"1202","Graduate",19,3.29,3.46,3.38,0,1,1,1,9,19,9,9773,124,1,"A_yng_adults","B+"
"1203","Graduate",19,2.83,3.11,2.97,0,1,1,1,9,40,2,9238,129.6,1,"A_yng_adults","B-"
"1204","Graduate",19,3.25,3.31,3.28,0,1,1,1,9,1,8,9070,144.3,0,"A_yng_adults","B"
"1205","Graduate",19,3.33,3.42,3.38,0,1,1,1,9,37,9,9130,123.2,1,"A_yng_adults","B+"
"1206","Graduate",19,3.4,3.05,3.22,0,1,1,19,5,19,5,9147,118,0,"A_yng_adults","B"
"1207","Graduate",19,3.46,3.57,3.51,0,1,1,1,5,3,3,9853,113.6,0,"A_yng_adults","B+"
"1208","Graduate",19,0,0,0,0,1,1,12,9,19,3,171,151.6,0,"A_yng_adults","F"
"1209","Dropout",19,0,0,0,0,1,1,3,3,19,5,9670,120.8,0,"A_yng_adults","F"
"1210","Dropout",19,3.33,2.69,3.01,1,1,1,3,3,3,4,9119,125.4,0,"A_yng_adults","B"
"1211","Graduate",19,3.45,3.1,3.28,1,1,1,38,3,1,10,9147,114.5,0,"A_yng_adults","B"
